"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2012";2,25;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2013";2,36;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2014";2,11;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2015";2,60;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2016";2,73;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2017";1,88;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2018";2,76;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2019";3,34;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"marchew - za 1 kg";"cena";"2006";2,26;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"marchew - za 1 kg";"cena";"2007";2,06;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"marchew - za 1 kg";"cena";"2008";2,60;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"marchew - za 1 kg";"cena";"2009";3,86;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"marchew - za 1 kg";"cena";"2010";2,39;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"marchew - za 1 kg";"cena";"2011";2,79;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"marchew - za 1 kg";"cena";"2012";2,73;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"marchew - za 1 kg";"cena";"2013";2,86;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"marchew - za 1 kg";"cena";"2014";2,26;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"marchew - za 1 kg";"cena";"2015";3,21;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"marchew - za 1 kg";"cena";"2016";2,82;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"marchew - za 1 kg";"cena";"2017";1,88;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"marchew - za 1 kg";"cena";"2018";3,37;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"marchew - za 1 kg";"cena";"2019";3,64;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2006";2,47;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2007";2,21;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2008";3,41;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2009";4,04;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2010";2,76;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2011";2,93;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2012";4,19;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2013";3,20;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2014";2,39;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2015";3,80;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2016";2,93;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2017";2,29;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2018";4,20;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2019";3,93;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"marchew - za 1 kg";"cena";"2006";2,54;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"marchew - za 1 kg";"cena";"2007";2,14;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"marchew - za 1 kg";"cena";"2008";3,13;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"marchew - za 1 kg";"cena";"2009";2,90;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"marchew - za 1 kg";"cena";"2010";2,75;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"marchew - za 1 kg";"cena";"2011";2,68;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"marchew - za 1 kg";"cena";"2012";3,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"marchew - za 1 kg";"cena";"2013";3,91;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"marchew - za 1 kg";"cena";"2014";2,17;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"marchew - za 1 kg";"cena";"2015";3,45;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"marchew - za 1 kg";"cena";"2016";2,85;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"marchew - za 1 kg";"cena";"2017";2,58;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"marchew - za 1 kg";"cena";"2018";3,85;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"marchew - za 1 kg";"cena";"2019";3,67;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"marchew - za 1 kg";"cena";"2006";2,45;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"marchew - za 1 kg";"cena";"2007";1,83;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"marchew - za 1 kg";"cena";"2008";2,21;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"marchew - za 1 kg";"cena";"2009";2,18;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"marchew - za 1 kg";"cena";"2010";2,22;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"marchew - za 1 kg";"cena";"2011";1,96;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"marchew - za 1 kg";"cena";"2012";2,34;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"marchew - za 1 kg";"cena";"2013";2,96;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"marchew - za 1 kg";"cena";"2014";1,88;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"marchew - za 1 kg";"cena";"2015";2,88;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"marchew - za 1 kg";"cena";"2016";2,30;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"marchew - za 1 kg";"cena";"2017";2,17;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"marchew - za 1 kg";"cena";"2018";3,08;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"marchew - za 1 kg";"cena";"2019";3,23;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"marchew - za 1 kg";"cena";"2006";2,08;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"marchew - za 1 kg";"cena";"2007";1,76;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"marchew - za 1 kg";"cena";"2008";1,87;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"marchew - za 1 kg";"cena";"2009";1,83;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"marchew - za 1 kg";"cena";"2010";1,98;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"marchew - za 1 kg";"cena";"2011";1,80;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"marchew - za 1 kg";"cena";"2012";2,05;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"marchew - za 1 kg";"cena";"2013";2,39;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"marchew - za 1 kg";"cena";"2014";1,72;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"marchew - za 1 kg";"cena";"2015";2,78;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"marchew - za 1 kg";"cena";"2016";2,11;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"marchew - za 1 kg";"cena";"2017";2,04;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"marchew - za 1 kg";"cena";"2018";2,97;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"marchew - za 1 kg";"cena";"2019";2,89;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"marchew - za 1 kg";"cena";"2006";1,88;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"marchew - za 1 kg";"cena";"2007";1,68;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"marchew - za 1 kg";"cena";"2008";1,72;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"marchew - za 1 kg";"cena";"2009";1,57;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"marchew - za 1 kg";"cena";"2010";1,81;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"marchew - za 1 kg";"cena";"2011";1,64;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"marchew - za 1 kg";"cena";"2012";1,80;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"marchew - za 1 kg";"cena";"2013";2,13;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"marchew - za 1 kg";"cena";"2014";1,63;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"marchew - za 1 kg";"cena";"2015";2,62;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"marchew - za 1 kg";"cena";"2016";2,00;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"marchew - za 1 kg";"cena";"2017";2,06;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"marchew - za 1 kg";"cena";"2018";3,01;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"marchew - za 1 kg";"cena";"2019";2,64;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"marchew - za 1 kg";"cena";"2006";1,77;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"marchew - za 1 kg";"cena";"2007";1,69;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"marchew - za 1 kg";"cena";"2008";1,67;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"marchew - za 1 kg";"cena";"2009";1,56;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"marchew - za 1 kg";"cena";"2010";1,78;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"marchew - za 1 kg";"cena";"2011";1,61;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"marchew - za 1 kg";"cena";"2012";1,80;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"marchew - za 1 kg";"cena";"2013";2,03;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"marchew - za 1 kg";"cena";"2014";1,58;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"marchew - za 1 kg";"cena";"2015";2,63;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"marchew - za 1 kg";"cena";"2016";1,90;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"marchew - za 1 kg";"cena";"2017";2,06;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"marchew - za 1 kg";"cena";"2018";2,90;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"marchew - za 1 kg";"cena";"2019";2,35;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"marchew - za 1 kg";"cena";"2006";1,73;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"marchew - za 1 kg";"cena";"2007";1,70;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"marchew - za 1 kg";"cena";"2008";1,67;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"marchew - za 1 kg";"cena";"2009";1,54;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"marchew - za 1 kg";"cena";"2010";2,09;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"marchew - za 1 kg";"cena";"2011";1,59;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"marchew - za 1 kg";"cena";"2012";1,80;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"marchew - za 1 kg";"cena";"2013";1,99;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"marchew - za 1 kg";"cena";"2014";1,61;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"marchew - za 1 kg";"cena";"2015";2,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"marchew - za 1 kg";"cena";"2016";1,84;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"marchew - za 1 kg";"cena";"2017";1,97;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"marchew - za 1 kg";"cena";"2018";3,00;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"marchew - za 1 kg";"cena";"2019";2,44;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"marchew - za 1 kg";"cena";"2006";1,34;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"marchew - za 1 kg";"cena";"2007";1,52;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"marchew - za 1 kg";"cena";"2008";1,42;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"marchew - za 1 kg";"cena";"2009";1,59;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"marchew - za 1 kg";"cena";"2010";1,56;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"marchew - za 1 kg";"cena";"2011";1,91;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"marchew - za 1 kg";"cena";"2012";1,55;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"marchew - za 1 kg";"cena";"2013";1,65;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"marchew - za 1 kg";"cena";"2014";1,70;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"marchew - za 1 kg";"cena";"2015";1,49;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"marchew - za 1 kg";"cena";"2016";2,31;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"marchew - za 1 kg";"cena";"2017";1,66;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"marchew - za 1 kg";"cena";"2018";2,08;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"marchew - za 1 kg";"cena";"2019";2,90;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"marchew - za 1 kg";"cena";"2006";1,50;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"marchew - za 1 kg";"cena";"2007";1,54;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"marchew - za 1 kg";"cena";"2008";1,41;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"marchew - za 1 kg";"cena";"2009";1,61;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"marchew - za 1 kg";"cena";"2010";1,73;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"marchew - za 1 kg";"cena";"2011";2,05;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"marchew - za 1 kg";"cena";"2012";1,63;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"marchew - za 1 kg";"cena";"2013";1,67;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"marchew - za 1 kg";"cena";"2014";1,74;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"marchew - za 1 kg";"cena";"2015";1,56;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"marchew - za 1 kg";"cena";"2016";2,45;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"marchew - za 1 kg";"cena";"2017";1,66;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"marchew - za 1 kg";"cena";"2018";2,28;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"marchew - za 1 kg";"cena";"2019";3,07;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"marchew - za 1 kg";"cena";"2006";1,56;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"marchew - za 1 kg";"cena";"2007";1,54;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"marchew - za 1 kg";"cena";"2008";1,43;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"marchew - za 1 kg";"cena";"2009";1,85;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"marchew - za 1 kg";"cena";"2010";1,76;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"marchew - za 1 kg";"cena";"2011";2,08;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"marchew - za 1 kg";"cena";"2012";1,80;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"marchew - za 1 kg";"cena";"2013";1,70;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"marchew - za 1 kg";"cena";"2014";1,85;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"marchew - za 1 kg";"cena";"2015";1,93;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"marchew - za 1 kg";"cena";"2016";2,36;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"marchew - za 1 kg";"cena";"2017";1,72;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"marchew - za 1 kg";"cena";"2018";2,28;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"marchew - za 1 kg";"cena";"2019";3,11;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2006";1,60;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2007";1,60;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2008";1,51;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2009";2,28;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2010";1,78;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2011";2,27;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2012";1,93;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2013";1,99;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2014";1,85;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2015";2,58;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2016";2,42;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2017";1,67;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2018";2,66;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"marchew - za 1 kg";"cena";"2019";3,12;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"marchew - za 1 kg";"cena";"2006";1,80;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"marchew - za 1 kg";"cena";"2007";1,76;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"marchew - za 1 kg";"cena";"2008";2,16;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"marchew - za 1 kg";"cena";"2009";3,28;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"marchew - za 1 kg";"cena";"2010";1,99;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"marchew - za 1 kg";"cena";"2011";2,40;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"marchew - za 1 kg";"cena";"2012";2,14;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"marchew - za 1 kg";"cena";"2013";2,51;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"marchew - za 1 kg";"cena";"2014";2,08;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"marchew - za 1 kg";"cena";"2015";3,15;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"marchew - za 1 kg";"cena";"2016";2,51;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"marchew - za 1 kg";"cena";"2017";1,71;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"marchew - za 1 kg";"cena";"2018";3,06;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"marchew - za 1 kg";"cena";"2019";3,54;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2006";2,28;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2007";1,96;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2008";2,88;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"marchew - za 1 kg";"cena";"2009";3,70;"zł";"";
