"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0200000;"DOLNOŚLĄSKIE";"marzec";"cytryny - za 1 kg";"cena";"2012";5,10;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"cytryny - za 1 kg";"cena";"2013";6,22;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"cytryny - za 1 kg";"cena";"2014";6,29;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"cytryny - za 1 kg";"cena";"2015";5,93;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"cytryny - za 1 kg";"cena";"2016";8,60;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"cytryny - za 1 kg";"cena";"2017";7,03;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"cytryny - za 1 kg";"cena";"2018";7,70;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"cytryny - za 1 kg";"cena";"2019";7,83;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2006";4,47;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2007";4,63;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2008";8,78;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2009";5,26;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2010";5,92;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2011";5,01;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2012";5,25;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2013";6,60;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2014";6,25;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2015";6,23;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2016";8,59;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2017";7,21;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2018";8,00;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2019";7,59;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cytryny - za 1 kg";"cena";"2006";4,36;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cytryny - za 1 kg";"cena";"2007";4,62;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cytryny - za 1 kg";"cena";"2008";9,30;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cytryny - za 1 kg";"cena";"2009";5,27;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cytryny - za 1 kg";"cena";"2010";6,25;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cytryny - za 1 kg";"cena";"2011";5,10;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cytryny - za 1 kg";"cena";"2012";5,96;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cytryny - za 1 kg";"cena";"2013";6,98;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cytryny - za 1 kg";"cena";"2014";7,22;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cytryny - za 1 kg";"cena";"2015";6,89;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cytryny - za 1 kg";"cena";"2016";11,88;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cytryny - za 1 kg";"cena";"2017";8,69;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cytryny - za 1 kg";"cena";"2018";10,07;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cytryny - za 1 kg";"cena";"2019";7,97;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cytryny - za 1 kg";"cena";"2006";4,46;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cytryny - za 1 kg";"cena";"2007";4,78;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cytryny - za 1 kg";"cena";"2008";9,76;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cytryny - za 1 kg";"cena";"2009";5,37;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cytryny - za 1 kg";"cena";"2010";7,26;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cytryny - za 1 kg";"cena";"2011";5,82;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cytryny - za 1 kg";"cena";"2012";7,27;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cytryny - za 1 kg";"cena";"2013";8,05;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cytryny - za 1 kg";"cena";"2014";7,94;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cytryny - za 1 kg";"cena";"2015";8,06;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cytryny - za 1 kg";"cena";"2016";13,49;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cytryny - za 1 kg";"cena";"2017";9,68;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cytryny - za 1 kg";"cena";"2018";11,95;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cytryny - za 1 kg";"cena";"2019";8,28;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cytryny - za 1 kg";"cena";"2006";4,70;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cytryny - za 1 kg";"cena";"2007";4,89;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cytryny - za 1 kg";"cena";"2008";8,53;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cytryny - za 1 kg";"cena";"2009";5,56;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cytryny - za 1 kg";"cena";"2010";7,80;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cytryny - za 1 kg";"cena";"2011";6,29;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cytryny - za 1 kg";"cena";"2012";7,95;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cytryny - za 1 kg";"cena";"2013";8,04;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cytryny - za 1 kg";"cena";"2014";8,34;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cytryny - za 1 kg";"cena";"2015";9,05;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cytryny - za 1 kg";"cena";"2016";14,39;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cytryny - za 1 kg";"cena";"2017";9,84;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cytryny - za 1 kg";"cena";"2018";11,48;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cytryny - za 1 kg";"cena";"2019";8,82;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cytryny - za 1 kg";"cena";"2006";4,54;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cytryny - za 1 kg";"cena";"2007";4,85;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cytryny - za 1 kg";"cena";"2008";6,75;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cytryny - za 1 kg";"cena";"2009";5,94;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cytryny - za 1 kg";"cena";"2010";9,48;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cytryny - za 1 kg";"cena";"2011";6,35;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cytryny - za 1 kg";"cena";"2012";7,92;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cytryny - za 1 kg";"cena";"2013";7,92;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cytryny - za 1 kg";"cena";"2014";10,61;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cytryny - za 1 kg";"cena";"2015";10,38;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cytryny - za 1 kg";"cena";"2016";14,98;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cytryny - za 1 kg";"cena";"2017";9,72;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cytryny - za 1 kg";"cena";"2018";11,45;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cytryny - za 1 kg";"cena";"2019";8,74;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cytryny - za 1 kg";"cena";"2006";4,61;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cytryny - za 1 kg";"cena";"2007";5,27;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cytryny - za 1 kg";"cena";"2008";6,13;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cytryny - za 1 kg";"cena";"2009";7,37;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cytryny - za 1 kg";"cena";"2010";10,18;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cytryny - za 1 kg";"cena";"2011";6,05;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cytryny - za 1 kg";"cena";"2012";7,64;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cytryny - za 1 kg";"cena";"2013";8,86;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cytryny - za 1 kg";"cena";"2014";13,43;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cytryny - za 1 kg";"cena";"2015";10,77;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cytryny - za 1 kg";"cena";"2016";12,49;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cytryny - za 1 kg";"cena";"2017";9,06;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cytryny - za 1 kg";"cena";"2018";11,54;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cytryny - za 1 kg";"cena";"2019";8,76;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cytryny - za 1 kg";"cena";"2006";4,61;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cytryny - za 1 kg";"cena";"2007";5,77;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cytryny - za 1 kg";"cena";"2008";6,30;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cytryny - za 1 kg";"cena";"2009";7,17;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cytryny - za 1 kg";"cena";"2010";8,49;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cytryny - za 1 kg";"cena";"2011";5,87;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cytryny - za 1 kg";"cena";"2012";7,48;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cytryny - za 1 kg";"cena";"2013";7,79;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cytryny - za 1 kg";"cena";"2014";9,03;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cytryny - za 1 kg";"cena";"2015";9,29;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cytryny - za 1 kg";"cena";"2016";8,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cytryny - za 1 kg";"cena";"2017";8,35;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cytryny - za 1 kg";"cena";"2018";8,35;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cytryny - za 1 kg";"cena";"2019";8,63;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cytryny - za 1 kg";"cena";"2006";4,62;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cytryny - za 1 kg";"cena";"2007";7,00;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cytryny - za 1 kg";"cena";"2008";6,27;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cytryny - za 1 kg";"cena";"2009";6,45;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cytryny - za 1 kg";"cena";"2010";6,56;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cytryny - za 1 kg";"cena";"2011";5,50;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cytryny - za 1 kg";"cena";"2012";6,94;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cytryny - za 1 kg";"cena";"2013";6,29;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cytryny - za 1 kg";"cena";"2014";7,25;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cytryny - za 1 kg";"cena";"2015";7,51;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cytryny - za 1 kg";"cena";"2016";7,67;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cytryny - za 1 kg";"cena";"2017";8,62;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cytryny - za 1 kg";"cena";"2018";7,41;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cytryny - za 1 kg";"cena";"2019";8,30;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"cytryny - za 1 kg";"cena";"2006";4,59;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"cytryny - za 1 kg";"cena";"2007";7,49;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"cytryny - za 1 kg";"cena";"2008";5,76;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"cytryny - za 1 kg";"cena";"2009";6,10;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"cytryny - za 1 kg";"cena";"2010";5,85;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"cytryny - za 1 kg";"cena";"2011";5,19;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"cytryny - za 1 kg";"cena";"2012";6,53;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"cytryny - za 1 kg";"cena";"2013";6,26;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"cytryny - za 1 kg";"cena";"2014";6,83;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"cytryny - za 1 kg";"cena";"2015";8,07;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"cytryny - za 1 kg";"cena";"2016";7,30;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"cytryny - za 1 kg";"cena";"2017";8,18;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"cytryny - za 1 kg";"cena";"2018";6,95;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"cytryny - za 1 kg";"cena";"2019";8,67;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"cytryny - za 1 kg";"cena";"2006";4,68;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"cytryny - za 1 kg";"cena";"2007";4,45;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"cytryny - za 1 kg";"cena";"2008";8,05;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"cytryny - za 1 kg";"cena";"2009";5,43;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"cytryny - za 1 kg";"cena";"2010";6,08;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"cytryny - za 1 kg";"cena";"2011";5,35;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"cytryny - za 1 kg";"cena";"2012";4,51;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"cytryny - za 1 kg";"cena";"2013";5,59;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"cytryny - za 1 kg";"cena";"2014";5,52;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"cytryny - za 1 kg";"cena";"2015";5,36;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"cytryny - za 1 kg";"cena";"2016";7,11;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"cytryny - za 1 kg";"cena";"2017";5,94;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"cytryny - za 1 kg";"cena";"2018";7,47;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"cytryny - za 1 kg";"cena";"2019";7,19;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"cytryny - za 1 kg";"cena";"2006";4,61;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"cytryny - za 1 kg";"cena";"2007";4,43;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"cytryny - za 1 kg";"cena";"2008";8,30;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"cytryny - za 1 kg";"cena";"2009";5,24;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"cytryny - za 1 kg";"cena";"2010";6,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"cytryny - za 1 kg";"cena";"2011";5,18;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"cytryny - za 1 kg";"cena";"2012";4,52;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"cytryny - za 1 kg";"cena";"2013";5,63;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"cytryny - za 1 kg";"cena";"2014";5,40;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"cytryny - za 1 kg";"cena";"2015";5,22;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"cytryny - za 1 kg";"cena";"2016";7,41;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"cytryny - za 1 kg";"cena";"2017";6,29;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"cytryny - za 1 kg";"cena";"2018";7,47;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"cytryny - za 1 kg";"cena";"2019";7,16;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"cytryny - za 1 kg";"cena";"2006";4,23;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"cytryny - za 1 kg";"cena";"2007";4,26;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"cytryny - za 1 kg";"cena";"2008";8,11;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"cytryny - za 1 kg";"cena";"2009";5,12;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"cytryny - za 1 kg";"cena";"2010";5,81;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"cytryny - za 1 kg";"cena";"2011";4,81;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"cytryny - za 1 kg";"cena";"2012";4,60;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"cytryny - za 1 kg";"cena";"2013";5,51;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"cytryny - za 1 kg";"cena";"2014";5,65;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"cytryny - za 1 kg";"cena";"2015";5,46;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"cytryny - za 1 kg";"cena";"2016";7,79;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"cytryny - za 1 kg";"cena";"2017";6,34;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"cytryny - za 1 kg";"cena";"2018";7,24;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"cytryny - za 1 kg";"cena";"2019";7,14;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2006";3,92;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2007";4,19;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2008";8,46;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2009";5,06;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2010";5,47;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2011";4,81;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2012";4,73;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2013";5,85;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2014";5,76;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2015";5,65;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2016";8,21;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2017";6,31;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2018";7,34;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"cytryny - za 1 kg";"cena";"2019";7,24;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"cytryny - za 1 kg";"cena";"2006";3,86;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"cytryny - za 1 kg";"cena";"2007";4,37;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"cytryny - za 1 kg";"cena";"2008";8,86;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"cytryny - za 1 kg";"cena";"2009";5,08;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"cytryny - za 1 kg";"cena";"2010";5,95;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"cytryny - za 1 kg";"cena";"2011";4,84;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"cytryny - za 1 kg";"cena";"2012";5,53;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"cytryny - za 1 kg";"cena";"2013";6,68;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"cytryny - za 1 kg";"cena";"2014";6,82;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"cytryny - za 1 kg";"cena";"2015";6,46;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"cytryny - za 1 kg";"cena";"2016";10,69;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"cytryny - za 1 kg";"cena";"2017";7,36;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"cytryny - za 1 kg";"cena";"2018";8,25;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"cytryny - za 1 kg";"cena";"2019";7,55;"zł";"";
